prison,date,incidents
Dovegate,2024-07-01,1
Dovegate,2024-08-01,1
Downview,2003-11-01,1
Downview,2004-11-01,1
Downview,2011-03-01,1
Downview,2013-03-01,1
Downview,2013-07-01,1
Downview,2017-03-01,1
Downview,2018-04-01,1
Downview,2018-08-01,1
Downview,2022-05-01,1
Downview,2024-06-01,1
Drake Hall,2000-11-01,1
Drake Hall,2014-09-01,1
Drake Hall,2016-11-01,1
Drake Hall,2017-12-01,1
Drake Hall,2018-07-01,1
Drake Hall,2018-10-01,1
Drake Hall,2021-09-01,1
Durham,2000-01-01,1
Durham,2000-03-01,1
Durham,2000-05-01,1
Durham,2000-08-01,1
Durham,2001-01-01,1
Durham,2002-04-01,1
Durham,2002-06-01,1
Durham,2002-08-01,1
Durham,2002-10-01,3
Durham,2003-02-01,1
Durham,2003-05-01,1
Durham,2003-11-01,3
Durham,2003-12-01,1
Durham,2004-01-01,1
Durham,2004-05-01,2
Durham,2004-06-01,1
Durham,2004-10-01,1
Durham,2004-11-01,1
Durham,2005-06-01,1
Durham,2005-08-01,2
Durham,2006-07-01,1
Durham,2006-11-01,1
Durham,2007-12-01,1
Durham,2008-01-01,1
Durham,2008-07-01,1
Durham,2009-03-01,1
Durham,2009-04-01,1
Durham,2009-05-01,2
Durham,2009-10-01,1
Durham,2009-12-01,1
Durham,2010-06-01,1
Durham,2010-10-01,1
Durham,2010-11-01,1
Durham,2011-01-01,1
Durham,2011-05-01,1
Durham,2011-07-01,1
Durham,2011-09-01,2
Durham,2012-04-01,1
Durham,2012-05-01,1
Durham,2013-02-01,1
Durham,2013-03-01,1
Durham,2013-07-01,1
Durham,2013-12-01,1
Durham,2014-08-01,1
Durham,2014-09-01,1
Durham,2015-05-01,1
Durham,2015-07-01,1
Durham,2015-10-01,1
Durham,2016-04-01,1
Durham,2016-08-01,1
Durham,2016-10-01,1
Durham,2017-01-01,2
Durham,2017-02-01,1
Durham,2017-03-01,2
Durham,2017-06-01,1
Durham,2017-08-01,1
Durham,2017-12-01,2
Durham,2018-02-01,2
Durham,2018-03-01,1
Durham,2018-04-01,1
Durham,2018-05-01,1
Durham,2018-06-01,1
Durham,2018-08-01,3
Durham,2018-09-01,1
Durham,2019-02-01,2
Durham,2019-03-01,1
Durham,2019-05-01,1
Durham,2019-07-01,1
Durham,2019-09-01,1
Durham,2019-12-01,1
Durham,2020-01-01,1
Durham,2020-05-01,2
Durham,2020-06-01,1
Durham,2020-07-01,2
Durham,2020-09-01,2
Durham,2021-02-01,1
Durham,2021-05-01,1
Durham,2021-08-01,1
Durham,2021-09-01,1
Durham,2022-01-01,1
Durham,2022-07-01,1
Durham,2022-11-01,2
Durham,2022-12-01,1
Durham,2023-02-01,1
Durham,2023-03-01,1
Durham,2023-07-01,1
Durham,2023-10-01,1
Durham,2024-03-01,1
Durham,2024-07-01,2
Durham,2024-08-01,1
East Sutton Park,2001-04-01,1
East Sutton Park,2010-12-01,1
East Sutton Park,2021-12-01,1
Eastwood Park,2000-06-01,1
Eastwood Park,2000-09-01,1
Eastwood Park,2000-11-01,1
Eastwood Park,2001-11-01,1
Eastwood Park,2002-04-01,1
Eastwood Park,2002-07-01,1
Eastwood Park,2003-01-01,1
Eastwood Park,2004-02-01,1
Eastwood Park,2004-06-01,1
Eastwood Park,2004-08-01,1
Eastwood Park,2005-06-01,1
Eastwood Park,2006-10-01,1
Eastwood Park,2007-01-01,1
Eastwood Park,2010-04-01,1
Eastwood Park,2013-11-01,1
Eastwood Park,2014-04-01,1
Eastwood Park,2014-06-01,1
Eastwood Park,2016-05-01,2
Eastwood Park,2016-06-01,1
Eastwood Park,2016-08-01,2
Eastwood Park,2016-09-01,1
Eastwood Park,2016-10-01,1
Eastwood Park,2018-01-01,1
Eastwood Park,2018-10-01,1
Eastwood Park,2018-12-01,1
Eastwood Park,2019-11-01,1
Eastwood Park,2021-07-01,1
Eastwood Park,2022-07-01,2
Eastwood Park,2022-12-01,1
Eastwood Park,2023-06-01,1
Edmunds Hill,2002-09-01,1
Edmunds Hill,2002-11-01,1
Edmunds Hill,2004-01-01,2
Edmunds Hill,2008-08-01,1
Elmley (Sheppey),2000-03-01,1
Elmley (Sheppey),2001-05-01,1
Elmley (Sheppey),2002-06-01,1
Elmley (Sheppey),2003-03-01,1
Elmley (Sheppey),2003-11-01,1
Elmley (Sheppey),2004-02-01,1
Elmley (Sheppey),2004-08-01,1
Elmley (Sheppey),2004-09-01,1
Elmley (Sheppey),2005-03-01,1
Elmley (Sheppey),2005-09-01,1
Elmley (Sheppey),2005-10-01,1
Elmley (Sheppey),2005-11-01,1
Elmley (Sheppey),2008-02-01,1
Elmley (Sheppey),2008-04-01,1
Elmley (Sheppey),2008-07-01,2
Elmley (Sheppey),2009-04-01,1
Elmley (Sheppey),2010-12-01,1
Elmley (Sheppey),2011-02-01,1
Elmley (Sheppey),2011-03-01,1
Elmley (Sheppey),2011-11-01,1
Elmley (Sheppey),2012-01-01,1
Elmley (Sheppey),2012-04-01,1
Elmley (Sheppey),2012-10-01,1
Elmley (Sheppey),2012-11-01,1
Elmley (Sheppey),2013-01-01,1
Elmley (Sheppey),2013-12-01,1
Elmley (Sheppey),2014-02-01,1
Elmley (Sheppey),2014-03-01,2
Elmley (Sheppey),2014-05-01,1
Elmley (Sheppey),2014-06-01,1
Elmley (Sheppey),2014-08-01,1
Elmley (Sheppey),2014-11-01,2
Elmley (Sheppey),2014-12-01,1
Elmley (Sheppey),2015-02-01,1
Elmley (Sheppey),2015-06-01,1
Elmley (Sheppey),2015-08-01,1
Elmley (Sheppey),2016-03-01,2
Elmley (Sheppey),2016-11-01,2
Elmley (Sheppey),2016-12-01,3
Elmley (Sheppey),2017-01-01,1
Elmley (Sheppey),2017-02-01,1
Elmley (Sheppey),2017-03-01,1
Elmley (Sheppey),2017-05-01,1
Elmley (Sheppey),2017-06-01,2
Elmley (Sheppey),2017-08-01,1
Elmley (Sheppey),2017-10-01,1
Elmley (Sheppey),2017-11-01,1
Elmley (Sheppey),2017-12-01,1
Elmley (Sheppey),2018-03-01,1
Elmley (Sheppey),2018-05-01,1
Elmley (Sheppey),2018-07-01,1
Elmley (Sheppey),2019-02-01,1
Elmley (Sheppey),2019-06-01,1
Elmley (Sheppey),2019-09-01,1
Elmley (Sheppey),2020-02-01,1
Elmley (Sheppey),2020-05-01,1
Elmley (Sheppey),2020-11-01,2
Elmley (Sheppey),2020-12-01,2
Elmley (Sheppey),2021-01-01,1
Elmley (Sheppey),2021-02-01,1
Elmley (Sheppey),2021-03-01,1
Elmley (Sheppey),2021-05-01,1
Elmley (Sheppey),2021-06-01,1
Elmley (Sheppey),2021-07-01,1
Elmley (Sheppey),2021-11-01,2
Elmley (Sheppey),2022-01-01,1
Elmley (Sheppey),2022-02-01,1
Elmley (Sheppey),2022-07-01,1
Elmley (Sheppey),2023-04-01,1
Elmley (Sheppey),2023-10-01,1
Elmley (Sheppey),2023-11-01,3
Elmley (Sheppey),2024-09-01,1
Erlestoke,2001-08-01,1
Erlestoke,2007-08-01,1
Erlestoke,2008-11-01,1
Erlestoke,2009-04-01,1
Erlestoke,2010-02-01,1
Erlestoke,2014-05-01,1
Erlestoke,2015-05-01,1
Erlestoke,2016-10-01,1
Erlestoke,2017-06-01,1
Erlestoke,2019-08-01,1
Erlestoke,2020-01-01,1
Erlestoke,2020-11-01,1
Erlestoke,2021-02-01,1
Erlestoke,2024-08-01,1
Escort Areas,2001-11-01,1
Escort Areas,2002-03-01,1
Escort Areas,2003-11-01,2
Escort Areas,2006-12-01,1
Escort Areas,2007-04-01,1
Escort Areas,2007-06-01,1
Escort Areas,2008-02-01,1
Escort Areas,2008-08-01,1
Escort Areas,2010-02-01,1
Escort Areas,2013-01-01,1
Escort Areas,2013-07-01,1
Escort Areas,2022-12-01,1
Everthorpe,2001-01-01,1
Everthorpe,2001-02-01,1
Everthorpe,2001-12-01,1
Everthorpe,2006-10-01,1
Everthorpe,2014-01-01,1
Exeter,2000-10-01,1
Exeter,2000-11-01,1
Exeter,2001-01-01,2
Exeter,2001-06-01,1
Exeter,2002-01-01,1
Exeter,2002-06-01,1
Exeter,2002-10-01,1
Exeter,2003-07-01,1
Exeter,2004-01-01,1
Exeter,2004-08-01,1
Exeter,2005-01-01,1
Exeter,2005-02-01,1
Exeter,2006-12-01,1
Exeter,2007-08-01,1
Exeter,2007-09-01,1
Exeter,2008-02-01,1
Exeter,2008-12-01,1
Exeter,2009-06-01,1
Exeter,2009-07-01,1
Exeter,2009-11-01,1
Exeter,2010-01-01,1
Exeter,2010-05-01,1
Exeter,2010-10-01,1
Exeter,2011-08-01,1
Exeter,2012-11-01,1
Exeter,2013-07-01,1
Exeter,2014-01-01,1
Exeter,2014-02-01,2
Exeter,2014-07-01,1
Exeter,2014-08-01,1
Exeter,2014-11-01,1
Exeter,2014-12-01,1
Exeter,2015-02-01,1
Exeter,2015-04-01,1
Exeter,2015-06-01,2
Exeter,2015-07-01,1
Exeter,2015-09-01,2
Exeter,2015-10-01,1
Exeter,2015-11-01,1
Exeter,2015-12-01,1
Exeter,2016-03-01,2
Exeter,2016-04-01,1
Exeter,2016-05-01,2
Exeter,2016-06-01,2
Exeter,2016-08-01,2
Exeter,2016-09-01,1
Exeter,2016-10-01,1
Exeter,2016-11-01,2
Exeter,2017-01-01,2
Exeter,2017-04-01,2
Exeter,2017-05-01,1
Exeter,2017-07-01,1
Exeter,2017-10-01,2
Exeter,2017-11-01,1
Exeter,2018-01-01,2
Exeter,2018-07-01,1
Exeter,2018-12-01,1
Exeter,2019-02-01,1
Exeter,2019-03-01,2
Exeter,2019-05-01,2
Exeter,2019-06-01,1
Exeter,2019-07-01,1
Exeter,2019-12-01,1
Exeter,2020-03-01,1
Exeter,2020-04-01,1
Exeter,2020-06-01,2
Exeter,2020-07-01,1
Exeter,2020-12-01,1
Exeter,2021-02-01,1
Exeter,2021-09-01,1
Exeter,2021-11-01,1
Exeter,2022-08-01,1
Exeter,2022-09-01,1
Exeter,2022-10-01,1
Exeter,2023-03-01,1
Exeter,2024-04-01,1
Exeter,2024-05-01,1
Exeter,2024-08-01,2
Featherstone,2000-04-01,1
Featherstone,2002-04-01,1
Featherstone,2007-05-01,1
Featherstone,2008-04-01,1
Featherstone,2008-07-01,1
Featherstone,2008-12-01,1
Featherstone,2012-02-01,1
Featherstone,2013-03-01,1
Featherstone,2013-05-01,1
Featherstone,2014-04-01,1
Featherstone,2014-11-01,1
Featherstone,2016-03-01,2
Featherstone,2016-07-01,1
Featherstone,2017-02-01,1
Featherstone,2017-08-01,2
Featherstone,2017-09-01,1
Featherstone,2018-06-01,2
Featherstone,2018-07-01,1
Featherstone,2019-05-01,1
Featherstone,2020-01-01,1
Featherstone,2021-03-01,1
Featherstone,2023-02-01,1
Featherstone,2023-11-01,1
Feltham,2000-03-01,1
Feltham,2000-09-01,1
Feltham,2001-09-01,1
Five Wells,2022-11-01,1
Five Wells,2023-03-01,1
Five Wells,2024-09-01,1
Ford,2004-09-01,1
Ford,2006-09-01,1
Ford,2009-01-01,1
Ford,2014-01-01,1
Ford,2019-06-01,1
Ford,2020-07-01,1
Ford,2021-04-01,1
Forest Bank,2001-11-01,1
Forest Bank,2002-10-01,1
Forest Bank,2003-03-01,1
Forest Bank,2005-11-01,1
Forest Bank,2007-07-01,1
Forest Bank,2008-09-01,1
Forest Bank,2010-01-01,1
Forest Bank,2010-07-01,1
Forest Bank,2010-12-01,2
Forest Bank,2011-05-01,1
Forest Bank,2011-11-01,1
Forest Bank,2012-08-01,1
Forest Bank,2013-04-01,1
Forest Bank,2013-11-01,1
Forest Bank,2014-03-01,1
Forest Bank,2014-10-01,1
Forest Bank,2015-01-01,1
Forest Bank,2015-09-01,2
Forest Bank,2016-02-01,1
Forest Bank,2016-06-01,1
Forest Bank,2017-01-01,1
Forest Bank,2017-04-01,1
Forest Bank,2018-01-01,1
Forest Bank,2018-06-01,1
Forest Bank,2018-07-01,1
Forest Bank,2018-09-01,1
Forest Bank,2019-02-01,1
Forest Bank,2019-04-01,1
Forest Bank,2019-07-01,1
Forest Bank,2019-09-01,1
Forest Bank,2020-04-01,1
Forest Bank,2020-08-01,1
Forest Bank,2021-03-01,1
Forest Bank,2021-05-01,1
Forest Bank,2021-06-01,1
Forest Bank,2022-01-01,1
Forest Bank,2022-02-01,1
Forest Bank,2022-03-01,1
Forest Bank,2022-06-01,2
Forest Bank,2022-11-01,1
Forest Bank,2022-12-01,1
Forest Bank,2023-01-01,2
Forest Bank,2023-06-01,1
Forest Bank,2023-10-01,1
Forest Bank,2024-01-01,1
Forest Bank,2024-03-01,2
Forest Bank,2024-07-01,1
Forest bank,2011-07-01,1
Forest bank,2012-09-01,1
Fosse Way,2024-02-01,1
Fosse Way,2024-07-01,2
Fosse Way,2024-08-01,1
Fosse Way,2024-09-01,1
Foston Hall,2004-06-01,1
Foston Hall,2006-02-01,1
Foston Hall,2007-04-01,1
Foston Hall,2009-01-01,1
Foston Hall,2012-12-01,1
Foston Hall,2015-01-01,1
Foston Hall,2015-07-01,1
Foston Hall,2015-08-01,1
Foston Hall,2015-09-01,1
Foston Hall,2016-11-01,2
Foston Hall,2018-08-01,1
Foston Hall,2019-07-01,1
Foston Hall,2019-10-01,1
Foston Hall,2020-07-01,1
Foston Hall,2021-01-01,1
Foston Hall,2023-07-01,1
Frankland,2000-02-01,1
Frankland,2000-03-01,1
Frankland,2000-05-01,1
Frankland,2000-08-01,2
Frankland,2000-12-01,1
Frankland,2001-04-01,1
Frankland,2001-07-01,1
Frankland,2001-10-01,1
Frankland,2002-01-01,1
Frankland,2002-02-01,2
Frankland,2002-06-01,1
Frankland,2002-10-01,1
Frankland,2003-12-01,1
Frankland,2004-04-01,1
Frankland,2004-08-01,1
Frankland,2004-11-01,2
Frankland,2005-02-01,1
Frankland,2005-04-01,1
Frankland,2005-11-01,1
Frankland,2006-02-01,1
Frankland,2006-06-01,1
Frankland,2006-09-01,1
Frankland,2006-11-01,1
Frankland,2007-01-01,1
Frankland,2007-04-01,1
Frankland,2007-05-01,1
Frankland,2007-11-01,1
Frankland,2008-03-01,1
Frankland,2008-08-01,1
Frankland,2008-09-01,1
Frankland,2008-10-01,1
Frankland,2009-01-01,1
Frankland,2009-02-01,1
Frankland,2009-03-01,1
Frankland,2009-07-01,1
Frankland,2009-08-01,1
Frankland,2009-09-01,1
Frankland,2009-11-01,1
Frankland,2010-02-01,3
Frankland,2010-05-01,1
Frankland,2010-10-01,2
Frankland,2010-12-01,1
Frankland,2011-05-01,1
Frankland,2011-06-01,1
Frankland,2011-10-01,1
Frankland,2012-01-01,4
Frankland,2012-02-01,1
Frankland,2012-03-01,1
Frankland,2012-04-01,1
Frankland,2012-11-01,1
Frankland,2013-02-01,2
Frankland,2013-05-01,1
Frankland,2014-02-01,1
Frankland,2014-08-01,1
Frankland,2014-11-01,1
Frankland,2014-12-01,1
Frankland,2015-04-01,1
Frankland,2015-05-01,1
Frankland,2015-10-01,1
Frankland,2016-01-01,1
Frankland,2016-02-01,1
Frankland,2017-01-01,1
Frankland,2017-04-01,1
Frankland,2017-11-01,2
Frankland,2018-02-01,1
Frankland,2018-03-01,1
Frankland,2019-02-01,1
Frankland,2019-08-01,1
Frankland,2019-10-01,2
Frankland,2019-11-01,1
Frankland,2019-12-01,1
Frankland,2020-02-01,1
Frankland,2020-04-01,1
Frankland,2020-05-01,1
Frankland,2020-06-01,1
Frankland,2020-07-01,1
Frankland,2020-10-01,1
Frankland,2020-11-01,5
Frankland,2020-12-01,1
Frankland,2021-04-01,1
Frankland,2021-09-01,1
Frankland,2021-10-01,1
Frankland,2021-12-01,1
Frankland,2022-01-01,1
Frankland,2022-02-01,1
Frankland,2022-06-01,1
Frankland,2022-08-01,1
Frankland,2023-08-01,1
Frankland,2023-09-01,1
Frankland,2024-01-01,1
Frankland,2024-02-01,1
Frankland,2024-03-01,2
Frankland,2024-06-01,1
Full Sutton,2000-01-01,1
Full Sutton,2001-12-01,1
Full Sutton,2002-05-01,1
Full Sutton,2002-09-01,1
Full Sutton,2003-10-01,1
Full Sutton,2003-12-01,1
Full Sutton,2004-01-01,1
Full Sutton,2004-03-01,1
Full Sutton,2005-03-01,1
Full Sutton,2005-09-01,1
Full Sutton,2008-12-01,1
Full Sutton,2009-02-01,2
Full Sutton,2009-05-01,1
Full Sutton,2010-01-01,1
Full Sutton,2010-07-01,1
Full Sutton,2010-09-01,1
Full Sutton,2011-02-01,2
Full Sutton,2011-04-01,1
Full Sutton,2011-09-01,1
Full Sutton,2011-10-01,1
Full Sutton,2011-12-01,1
Full Sutton,2012-07-01,1
Full Sutton,2012-09-01,1
Full Sutton,2012-11-01,1
Full Sutton,2013-01-01,1
Full Sutton,2013-04-01,1
Full Sutton,2013-06-01,1
Full Sutton,2013-07-01,1
Full Sutton,2014-01-01,1
Full Sutton,2014-03-01,1
Full Sutton,2015-01-01,1
Full Sutton,2015-03-01,1
Full Sutton,2015-06-01,1
Full Sutton,2015-07-01,1
Full Sutton,2015-10-01,1
Full Sutton,2015-11-01,1
Full Sutton,2016-01-01,1
Full Sutton,2016-04-01,1
Full Sutton,2016-05-01,1
Full Sutton,2016-10-01,1
Full Sutton,2018-03-01,1
Full Sutton,2018-05-01,1
Full Sutton,2018-08-01,1
Full Sutton,2018-09-01,1
Full Sutton,2019-01-01,1
Full Sutton,2019-04-01,1
Full Sutton,2019-10-01,1
Full Sutton,2019-12-01,1
Full Sutton,2020-01-01,1
Full Sutton,2020-04-01,1
Full Sutton,2020-11-01,2
Full Sutton,2021-08-01,1
Full Sutton,2021-10-01,1
Full Sutton,2022-01-01,1
Full Sutton,2023-02-01,1
Full Sutton,2023-12-01,2
Full Sutton,2024-01-01,1
Full Sutton,2024-02-01,1
Full Sutton,2024-07-01,1
Full Sutton,2024-09-01,2
Garth,2000-01-01,1
Garth,2002-01-01,1
Garth,2002-09-01,1
Garth,2003-06-01,1
Garth,2004-12-01,1
Garth,2006-09-01,1
Garth,2007-12-01,2
Garth,2009-01-01,1
Garth,2010-01-01,1
Garth,2010-02-01,1
Garth,2010-03-01,1
Garth,2012-06-01,1
Garth,2015-08-01,1
Garth,2016-01-01,1
Garth,2016-04-01,1
Garth,2016-09-01,1
Garth,2016-10-01,1
Garth,2016-11-01,1
Garth,2017-01-01,1
Garth,2017-04-01,1
Garth,2017-05-01,1
Garth,2017-07-01,1
Garth,2017-12-01,1
Garth,2018-10-01,1
Garth,2018-11-01,2
Garth,2019-02-01,2
Garth,2019-03-01,1
Garth,2019-06-01,2
Garth,2019-09-01,1
Garth,2019-11-01,1
Garth,2020-08-01,1
Garth,2020-10-01,1
Garth,2020-12-01,2
Garth,2021-01-01,2
Garth,2021-09-01,1
Garth,2021-10-01,1
Garth,2021-12-01,1
Garth,2022-01-01,2
Garth,2022-08-01,2
Garth,2023-03-01,1
Garth,2023-08-01,1
Garth,2023-10-01,1
Garth,2023-12-01,1
Garth,2024-04-01,1
Garth,2024-09-01,3
Gartree,2000-01-01,1
Gartree,2003-04-01,1
Gartree,2006-05-01,1
Gartree,2006-10-01,2
Gartree,2007-02-01,1
Gartree,2007-03-01,1
Gartree,2007-05-01,1
Gartree,2007-08-01,1
Gartree,2007-10-01,1
Gartree,2009-03-01,1
Gartree,2009-05-01,1
Gartree,2009-06-01,1
Gartree,2009-07-01,1
Gartree,2010-06-01,1
Gartree,2010-07-01,1
Gartree,2010-10-01,1
Gartree,2011-01-01,1
Gartree,2011-07-01,1
Gartree,2011-08-01,1
Gartree,2012-06-01,1
Gartree,2012-09-01,1
Gartree,2013-12-01,1
Gartree,2014-07-01,1
Gartree,2014-09-01,1
Gartree,2014-11-01,1
Gartree,2015-05-01,1
Gartree,2016-01-01,1
Gartree,2016-05-01,2
Gartree,2016-11-01,1
Gartree,2016-12-01,1
Gartree,2017-05-01,1
Gartree,2018-06-01,1
Gartree,2019-03-01,1
Gartree,2019-04-01,1
Gartree,2020-02-01,1
Gartree,2020-04-01,1
Gartree,2020-06-01,1
Gartree,2020-07-01,1
Gartree,2020-10-01,1
Gartree,2021-01-01,1
Gartree,2021-04-01,1
Gartree,2021-09-01,1
Gartree,2021-12-01,3
Gartree,2022-01-01,1
Gartree,2022-06-01,2
Gartree,2022-08-01,1
Gartree,2022-10-01,1
Gartree,2022-11-01,1
Gartree,2023-03-01,1
Gartree,2024-09-01,1
Glen Parva,2000-09-01,1
Glen Parva,2001-03-01,1
Glen Parva,2005-07-01,1
Glen Parva,2005-08-01,1
Glen Parva,2006-06-01,1
Glen Parva,2007-02-01,1
Glen Parva,2007-07-01,1
Glen Parva,2009-06-01,1
Glen Parva,2010-05-01,1
Glen Parva,2010-12-01,1
Glen Parva,2011-05-01,1
Glen Parva,2011-11-01,1
Glen Parva,2011-12-01,1
Glen Parva,2013-04-01,1
Glen Parva,2013-09-01,1
Glen Parva,2014-06-01,1
Glen Parva,2015-03-01,1
Glen Parva,2015-11-01,1
Glen Parva,2016-08-01,1
Gloucester,2000-08-01,1
Gloucester,2000-09-01,1
Gloucester,2001-01-01,1
Gloucester,2001-04-01,1
Gloucester,2001-05-01,1
Gloucester,2001-06-01,1
Gloucester,2002-04-01,1
Gloucester,2002-12-01,1
Gloucester,2004-02-01,3
Gloucester,2005-02-01,1
Gloucester,2005-04-01,1
Gloucester,2005-06-01,3
Gloucester,2006-02-01,1
Gloucester,2008-04-01,1
Gloucester,2009-12-01,1
Gloucester,2010-06-01,1
Gloucester,2011-05-01,1
Gloucester,2011-07-01,1
Gloucester,2011-08-01,1
Gloucester,2012-10-01,1
Gloucester,2013-01-01,1
Grendon / Springhill,2002-11-01,1
Grendon / Springhill,2009-09-01,1
Grendon / Springhill,2009-12-01,1
Grendon / Springhill,2010-07-01,1
Grendon / Springhill,2010-08-01,1
Grendon / Springhill,2013-12-01,1
Grendon / Springhill,2015-11-01,1
Grendon / Springhill,2015-12-01,1
Grendon / Springhill,2017-02-01,1
Grendon / Springhill,2018-10-01,1
Grendon / Springhill,2019-12-01,1
Grendon / Springhill,2024-01-01,1
Guys Marsh,2003-01-01,1
Guys Marsh,2005-05-01,1
Guys Marsh,2006-02-01,1
Guys Marsh,2009-01-01,1
Guys Marsh,2011-03-01,1
Guys Marsh,2011-08-01,1
Guys Marsh,2012-07-01,1
Guys Marsh,2015-04-01,1
Guys Marsh,2015-08-01,2
Guys Marsh,2016-01-01,1
Guys Marsh,2016-03-01,1
Guys Marsh,2016-09-01,1
Guys Marsh,2017-06-01,1
Guys Marsh,2018-03-01,1
Guys Marsh,2018-04-01,1
Guys Marsh,2018-06-01,2
Guys Marsh,2019-05-01,1
Guys Marsh,2020-07-01,1
Guys Marsh,2022-03-01,1
Guys Marsh,2022-11-01,1
Guys Marsh,2023-12-01,1
Guys Marsh,2024-04-01,1
Haslar,2003-01-01,1
Haslar,2004-05-01,1
Hatfield,2012-01-01,1
Hatfield,2015-08-01,1
Hatfield,2017-12-01,1
Hatfield,2021-07-01,1
Haverigg,2004-05-01,1
Haverigg,2007-07-01,1
Haverigg,2007-10-01,1
Haverigg,2014-05-01,1
Haverigg,2015-03-01,1
Haverigg,2015-05-01,1
Haverigg,2016-06-01,1
Haverigg,2016-07-01,1
Haverigg,2017-12-01,1
Haverigg,2018-01-01,1
Haverigg,2020-11-01,1
Haverigg,2023-04-01,2
Haverigg,2024-01-01,1
Haverigg,2024-09-01,1
Hewell,2010-07-01,1
Hewell,2010-08-01,1
Hewell,2010-09-01,1
Hewell,2010-10-01,1
Hewell,2011-02-01,1
Hewell,2011-07-01,1
Hewell,2011-10-01,2
Hewell,2011-11-01,2
Hewell,2011-12-01,1
Hewell,2012-01-01,1
Hewell,2012-11-01,1
Hewell,2013-01-01,1
Hewell,2013-04-01,1
Hewell,2013-06-01,1
Hewell,2013-11-01,1
Hewell,2013-12-01,1
Hewell,2014-03-01,1
Hewell,2014-05-01,1
Hewell,2014-06-01,2
Hewell,2014-07-01,1
Hewell,2014-08-01,1
Hewell,2014-11-01,1
Hewell,2015-01-01,1
Hewell,2015-04-01,1
Hewell,2015-05-01,2
Hewell,2016-05-01,1
Hewell,2016-06-01,1
Hewell,2016-09-01,1
Hewell,2017-01-01,1
Hewell,2017-03-01,1
Hewell,2017-07-01,1
Hewell,2017-11-01,2
Hewell,2017-12-01,2
Hewell,2018-01-01,1
Hewell,2018-04-01,1
Hewell,2018-06-01,2
Hewell,2018-09-01,2
Hewell,2019-05-01,1
Hewell,2019-06-01,1
Hewell,2019-07-01,1
Hewell,2019-12-01,1
Hewell,2020-04-01,1
Hewell,2020-06-01,1
Hewell,2020-08-01,1
Hewell,2021-01-01,1
Hewell,2021-02-01,1
Hewell,2021-03-01,1
Hewell,2021-07-01,2
Hewell,2021-12-01,1
Hewell,2022-05-01,1
Hewell,2022-06-01,1
Hewell,2022-12-01,1
Hewell,2023-07-01,1
Hewell: Blakenhurst,2000-06-01,1
Hewell: Blakenhurst,2001-03-01,1
Hewell: Blakenhurst,2001-10-01,1
Hewell: Blakenhurst,2001-12-01,1
Hewell: Blakenhurst,2002-07-01,1
Hewell: Blakenhurst,2002-08-01,1
Hewell: Blakenhurst,2002-09-01,1
Hewell: Blakenhurst,2003-03-01,2
Hewell: Blakenhurst,2003-05-01,1
Hewell: Blakenhurst,2003-06-01,1
Hewell: Blakenhurst,2003-11-01,1
Hewell: Blakenhurst,2004-01-01,1
Hewell: Blakenhurst,2004-05-01,1
Hewell: Blakenhurst,2004-07-01,1
Hewell: Blakenhurst,2004-09-01,1
Hewell: Blakenhurst,2005-07-01,1
Hewell: Blakenhurst,2006-01-01,1
Hewell: Blakenhurst,2006-03-01,1
Hewell: Blakenhurst,2006-10-01,1
Hewell: Blakenhurst,2007-08-01,1
Hewell: Blakenhurst,2007-09-01,1
Hewell: Brockhill,2000-03-01,1
Hewell: Brockhill,2000-05-01,1
Hewell: Brockhill,2001-06-01,1
Hewell: Brockhill,2001-08-01,1
Hewell: Brockhill,2003-01-01,1
Hewell: Brockhill,2004-04-01,1
Hewell: Brockhill,2004-10-01,1
Hewell: Hewell Grange,2001-02-01,1
Hewell: Hewell Grange,2008-08-01,1
Hewell: Hewell Grange,2008-10-01,1
Hewell: Hewell Grange,2009-01-01,1
Hewell: Hewell Grange,2009-10-01,1
High Down,2000-02-01,1
High Down,2002-12-01,1
High Down,2003-04-01,1
High Down,2003-08-01,1
High Down,2004-07-01,1
High Down,2005-10-01,1
High Down,2006-04-01,1
High Down,2007-05-01,1
High Down,2007-12-01,1
High Down,2008-05-01,2
High Down,2008-06-01,1
High Down,2008-08-01,1
High Down,2009-12-01,1
High Down,2010-01-01,1
High Down,2011-03-01,1
High Down,2011-08-01,1
High Down,2011-09-01,1
High Down,2011-12-01,1
High Down,2013-03-01,1
High Down,2013-04-01,2
High Down,2013-10-01,1
High Down,2014-01-01,2
High Down,2014-08-01,1
High Down,2015-01-01,1
High Down,2015-02-01,1
High Down,2015-04-01,1
High Down,2015-12-01,1
High Down,2016-01-01,1
High Down,2017-04-01,1
High Down,2017-05-01,1
High Down,2017-09-01,1
High Down,2017-11-01,1
High Down,2018-01-01,1
High Down,2018-04-01,1
High Down,2018-05-01,1
High Down,2018-08-01,1
High Down,2018-09-01,1
High Down,2018-10-01,1
High Down,2018-11-01,1
High Down,2019-08-01,1
High Down,2020-02-01,1
High Down,2020-11-01,1
High Down,2020-12-01,2
High Down,2021-02-01,1
High Down,2021-05-01,1
High Down,2022-11-01,1
High Down,2023-03-01,1
High Down,2023-04-01,1
High Down,2023-05-01,1
High Down,2023-08-01,1
High Down,2024-07-01,1
High Down,2024-09-01,1
Highpoint (North and South),2007-03-01,1
Highpoint (North and South),2007-05-01,2
Highpoint (North and South),2008-05-01,1
